UserID,UserFirstTransaction,Gender,Location,Age,isChurn,TotalPrice,TotalSales,TotalDiscount,UserLastTransaction,UserActiveDays,TotalWeb,TotalMobile,TotalCashPayment,TotalMobilPayment,TotalOnlinePayment,UserLastTransactionDays,Computers & Laptops,Electronic Accessories,Female Fashion,Female Shoes,Hobbies,Indoor Sports,Kitchen Electronics,Male Fashion,Male Shoes,Outdoor Sports,Smart Phones,Smart Watches,Sound Systems,Sport Shoes,TVs and TV Sets
500308386,2016-08-30 00:00:00.000,MALE,TRABZON,25,0,1750.2,23,0,2017-05-02 21:07:39.120,245,0,23,23,0,0,2184,0,0,12,0,0,0,2,0,1,0,3,0,0,0,5
500308826,2017-04-20 17:50:28.160,MALE,ESKISEHIR,46,0,165.6,2,0,2017-06-04 23:25:46.770,45,2,0,2,0,0,2150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
500308991,2012-06-04 00:00:00.000,MALE,BURSA,25,0,799.6500000000001,20,0,2017-05-10 14:14:29.550,1801,12,8,17,1,2,2176,0,7,6,2,0,0,0,0,0,1,0,0,0,1,3
500309816,2016-10-01 00:00:00.000,MALE,ISTANBUL,50,0,65.97,1,0,2017-02-19 19:58:32.550,141,0,1,1,0,0,2256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500310025,2017-02-05 00:00:00.000,MALE,ISTANBUL,40,0,60.0,1,0,2017-02-05 21:09:49.400,0,0,1,0,1,0,2270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500310102,2017-03-28 20:51:13.440,MALE,ESKISEHIR,34,0,156.3,2,0,2017-06-14 11:35:59.190,77,0,2,1,1,0,2141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
500310366,2016-09-04 00:00:00.000,FEMALE,TRABZON,25,0,2364.8399999999992,38,7,2017-06-30 18:17:50.280,299,0,38,4,3,31,2125,0,0,9,0,0,0,2,0,0,1,5,0,0,20,1
500310432,2017-02-11 14:13:14.120,MALE,KAYSERI,37,0,114.0,2,0,2017-04-09 14:26:21.560,57,0,2,2,0,0,2207,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
500310575,2014-01-27 00:00:00.000,FEMALE,TRABZON,47,0,52.5,1,0,2017-06-29 22:41:42.260,1249,1,0,1,0,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500310641,2017-03-19 18:19:44.970,FEMALE,ADANA,19,1,208.5,3,0,2017-03-29 14:53:04.980,9,0,3,1,0,2,2218,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
500311818,2017-01-19 00:00:00.000,MALE,ANKARA,29,1,63.0,1,0,2017-01-19 21:05:05.720,0,0,1,1,0,0,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500312093,2015-08-25 00:00:00.000,FEMALE,ANKARA,23,1,691.3500000000001,10,0,2017-04-13 18:39:01.100,597,10,0,3,6,1,2203,0,2,1,0,0,0,0,0,0,0,1,0,0,4,2
500312852,2012-08-19 00:00:00.000,MALE,BURSA,28,0,3117.21,48,0,2017-06-21 13:33:26.560,1767,0,48,36,3,9,2134,1,11,17,1,0,0,0,0,3,0,0,0,0,8,7
500312863,2015-08-26 00:00:00.000,MALE,KAYSERI,47,1,186.0,2,0,2017-02-27 11:18:43.180,551,2,0,1,1,0,2248,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
500313149,2017-06-13 12:12:03.310,MALE,ANKARA,23,0,367.95000000000005,5,0,2017-06-23 11:49:42.000,9,0,5,0,0,5,2132,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
500313314,2008-01-11 00:00:00.000,MALE,KAYSERI,50,1,188.22,3,0,2017-06-10 18:11:15.080,3438,3,0,3,0,0,2145,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
500313501,2015-11-23 00:00:00.000,FEMALE,ANTALYA,34,0,1348.8,38,0,2017-06-02 12:44:07.640,557,38,0,38,0,0,2153,0,2,31,0,0,0,0,0,0,0,0,0,0,4,1
500313644,2016-10-23 00:00:00.000,MALE,ESKISEHIR,46,0,1260.66,22,0,2017-06-29 17:31:40.580,249,15,7,20,2,0,2126,0,2,2,0,0,0,1,0,4,0,4,0,0,7,2
500313677,2015-03-29 00:00:00.000,FEMALE,KAYSERI,44,1,681.39,8,0,2017-05-13 15:51:54.500,776,0,8,0,1,7,2173,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1
500313721,2015-10-25 00:00:00.000,FEMALE,ANKARA,50,1,209.85,2,0,2017-05-21 13:54:56.760,574,0,2,2,0,0,2165,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
500313732,2017-05-02 00:26:34.540,MALE,TRABZON,47,0,146.51999999999998,2,0,2017-05-14 15:16:19.040,12,2,0,0,2,0,2172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
500313765,2005-05-10 00:00:00.000,FEMALE,TRABZON,30,0,881.97,9,0,2017-06-04 21:20:06.120,4408,8,1,9,0,0,2151,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0
500313864,2008-09-24 00:00:00.000,FEMALE,ISTANBUL,42,0,228.0,2,0,2017-04-01 21:43:30.170,3111,0,2,2,0,0,2215,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
500314150,2016-01-25 00:00:00.000,FEMALE,KAYSERI,44,1,1143.75,45,0,2017-06-17 10:45:03.470,509,45,0,36,9,0,2138,27,0,2,0,0,0,5,0,9,0,0,0,0,1,1
500314667,2016-05-15 00:00:00.000,FEMALE,ISTANBUL,34,0,1095.75,44,0,2017-06-30 10:34:02.830,411,0,44,33,4,7,2125,32,1,0,1,0,0,0,0,1,0,1,0,0,2,6
500315052,2014-09-20 00:00:00.000,FEMALE,ISTANBUL,20,0,852.54,17,0,2017-06-12 18:32:57.370,996,0,17,14,3,0,2143,0,0,8,0,0,0,0,0,0,0,7,0,0,1,1
500315195,2013-08-13 00:00:00.000,MALE,ISTANBUL,33,0,1867.4999999999995,23,0,2017-06-27 11:34:28.950,1414,0,23,13,8,2,2128,0,0,12,0,0,0,0,0,0,0,0,0,0,4,7
500315349,2017-01-13 00:00:00.000,MALE,ISTANBUL,33,0,1325.775,31,3,2017-06-27 15:11:25.450,165,31,0,31,0,0,2128,0,2,22,1,0,0,0,0,0,0,5,0,0,1,0
500315404,2004-10-25 00:00:00.000,FEMALE,KAYSERI,50,1,54.0,1,0,2017-03-22 18:52:15.360,4531,1,0,1,0,0,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500315712,2016-12-18 00:00:00.000,FEMALE,ISTANBUL,23,1,96.0,2,0,2017-05-19 15:18:52.600,152,0,2,1,1,0,2167,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500315910,2015-10-29 00:00:00.000,MALE,BURSA,46,0,368.85,7,0,2017-02-28 19:18:27.800,488,7,0,5,2,0,2247,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
500315954,2017-02-17 22:32:02.990,FEMALE,ISTANBUL,32,1,52.35,1,0,2017-02-17 22:32:02.990,0,1,0,1,0,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500316075,2013-07-28 00:00:00.000,FEMALE,ADANA,20,0,3043.8,48,3,2017-06-09 19:21:54.510,1412,0,48,36,12,0,2146,0,1,2,0,0,0,0,0,0,0,25,0,0,1,19
500317329,2012-07-17 00:00:00.000,FEMALE,IZMIR,23,1,75.0,1,0,2017-01-29 17:41:32.800,1657,1,0,0,1,0,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500317571,2010-12-17 00:00:00.000,FEMALE,ISTANBUL,28,0,695.1,9,0,2017-06-07 12:10:54.390,2364,9,0,0,2,7,2148,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0
500317659,2016-06-07 00:00:00.000,MALE,BURSA,41,1,172.05,2,2,2017-05-20 21:22:47.260,347,1,1,0,2,0,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
500317703,2017-05-02 20:32:35.600,MALE,ANTALYA,47,0,339.48,4,0,2017-06-29 14:35:04.840,57,4,0,3,1,0,2126,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
500317923,2014-07-21 00:00:00.000,FEMALE,ANTALYA,50,0,2213.7000000000003,32,0,2017-06-30 13:49:39.480,1075,0,32,28,2,2,2125,0,2,24,0,0,0,0,0,2,0,1,0,0,1,2
500317945,2016-12-30 00:00:00.000,MALE,ISTANBUL,35,1,166.5,4,0,2017-01-11 12:14:40.810,12,0,4,3,1,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
500318242,2017-02-28 15:17:25.850,FEMALE,ISTANBUL,48,1,59.25,1,0,2017-02-28 15:17:25.850,0,1,0,1,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500318638,2013-03-12 00:00:00.000,MALE,IZMIR,44,0,45.0,1,0,2017-06-29 15:26:17.570,1570,0,1,0,1,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500318682,2013-04-05 00:00:00.000,MALE,TRABZON,45,1,31.35,1,0,2017-02-14 12:11:55.720,1411,1,0,0,0,1,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500319199,2012-03-18 00:00:00.000,MALE,IZMIR,38,1,447.45000000000005,6,0,2017-05-16 19:43:18.620,1885,0,6,4,1,1,2170,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0
500319232,2016-08-15 00:00:00.000,FEMALE,BURSA,33,1,149.4,1,0,2017-05-07 19:05:19.270,265,1,0,0,1,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500319540,2012-08-21 00:00:00.000,FEMALE,ISTANBUL,34,0,199.35,5,0,2017-06-30 17:29:08.350,1774,0,5,3,2,0,2125,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0
500319782,2013-09-07 00:00:00.000,MALE,IZMIR,21,0,1127.55,17,0,2017-06-29 16:02:02.260,1391,0,17,17,0,0,2126,0,6,3,0,0,0,0,0,0,0,0,0,0,5,3
500320035,2014-08-25 00:00:00.000,FEMALE,ISTANBUL,33,0,89.85,2,0,2017-05-10 16:33:15.600,989,0,2,1,0,1,2176,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
500320519,2014-10-15 00:00:00.000,MALE,BURSA,43,0,559.5,5,1,2017-05-08 18:36:48.400,936,0,5,3,2,0,2178,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
500320563,2016-02-18 00:00:00.000,MALE,ANTALYA,25,0,1329.45,18,0,2017-06-21 20:30:06.250,489,18,0,0,6,12,2134,1,4,5,0,0,0,1,0,0,0,1,0,0,2,4
500320684,2015-04-01 00:00:00.000,MALE,ANTALYA,50,0,1218.3,22,0,2017-06-30 15:28:49.600,821,12,10,13,9,0,2125,0,1,12,0,0,0,0,4,1,0,1,0,0,1,2
500321201,2016-11-30 00:00:00.000,MALE,ADANA,45,0,724.05,12,0,2017-05-25 18:54:00.870,176,0,12,8,0,4,2161,0,0,1,0,0,0,0,0,0,0,3,0,0,2,6
500321443,2017-01-07 00:00:00.000,MALE,BURSA,20,0,525.0,4,0,2017-03-21 17:04:25.580,73,0,4,4,0,0,2226,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
500321542,2015-12-21 00:00:00.000,MALE,KAYSERI,32,1,293.54999999999995,5,0,2017-04-21 13:34:54.310,487,1,4,2,3,0,2195,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
500321608,2016-08-15 00:00:00.000,MALE,ANTALYA,43,0,975.3900000000001,25,0,2017-06-28 16:59:20.390,317,25,0,20,5,0,2127,0,2,2,13,0,0,0,0,2,0,0,0,0,0,6
500322103,2013-09-28 00:00:00.000,MALE,TRABZON,49,1,633.3000000000001,13,0,2017-05-16 14:03:14.330,1326,7,6,0,0,13,2170,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0
500322169,2014-03-06 00:00:00.000,FEMALE,IZMIR,49,1,25.5,1,0,2017-04-05 16:17:16.440,1126,0,1,1,0,0,2211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500322345,2016-12-07 00:00:00.000,FEMALE,KAYSERI,21,0,872.04,10,3,2017-06-30 11:30:27.550,205,0,10,1,9,0,2125,1,1,0,2,0,0,0,0,2,0,2,0,0,2,0
500322587,2011-09-01 00:00:00.000,FEMALE,ESKISEHIR,23,1,78.0,1,0,2017-05-15 13:24:32.850,2083,0,1,0,1,0,2171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500322664,2011-02-10 00:00:00.000,MALE,IZMIR,22,0,112.2,2,0,2017-06-29 20:08:32.850,2331,2,0,1,1,0,2126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
500322928,2013-09-12 00:00:00.000,MALE,ANKARA,20,0,89.85,1,0,2017-06-28 18:48:46.800,1385,0,1,0,1,0,2127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500323445,2015-09-10 00:00:00.000,MALE,ADANA,30,0,2543.8499999999995,36,0,2017-06-12 17:22:20.650,641,36,0,7,0,29,2143,1,1,7,0,0,0,0,0,1,0,2,0,0,7,17
500323643,2017-03-24 22:38:02.370,FEMALE,KAYSERI,23,0,320.1,7,2,2017-06-21 11:12:31.330,88,6,1,6,1,0,2134,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0
500323852,2017-05-09 23:55:36.730,FEMALE,BURSA,26,0,60.0,1,0,2017-06-24 19:15:07.630,45,0,1,0,0,1,2131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500324358,2013-04-04 00:00:00.000,FEMALE,IZMIR,29,0,842.07,10,0,2017-06-08 12:21:35.900,1526,0,10,4,6,0,2147,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1
500325051,2016-11-06 00:00:00.000,MALE,ANKARA,27,1,252.0,1,0,2017-03-26 17:48:13.280,140,1,0,0,1,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
500325150,2010-02-23 00:00:00.000,FEMALE,ANKARA,19,1,51.0,1,0,2017-01-25 13:39:56.660,2528,1,0,0,1,0,2281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500325172,2012-01-01 00:00:00.000,FEMALE,TRABZON,49,0,1291.5,22,0,2017-06-12 17:38:20.730,1989,6,16,7,9,6,2143,0,3,6,1,0,0,2,0,2,0,1,0,0,3,4
500325392,2015-12-27 00:00:00.000,FEMALE,ISTANBUL,23,0,1953.9,46,19,2017-06-30 16:45:51.370,551,44,2,38,0,8,2125,2,1,15,6,1,0,0,0,2,0,6,0,0,3,10
500325524,2009-05-20 00:00:00.000,MALE,ANTALYA,38,1,795.57,9,0,2017-06-24 01:27:03.490,2957,0,9,3,6,0,2131,0,0,4,0,0,0,2,0,2,0,0,0,0,1,0
500326294,2016-06-16 00:00:00.000,MALE,ISTANBUL,25,0,1389.3000000000002,42,4,2017-06-15 20:23:20.990,364,39,3,25,0,17,2140,1,5,13,3,0,0,3,0,1,0,0,0,0,9,7
500326547,2009-09-19 00:00:00.000,FEMALE,ESKISEHIR,48,0,6066.3,42,0,2017-06-14 11:36:40.550,2825,35,7,2,28,12,2141,0,1,15,0,6,0,0,0,2,0,2,0,4,4,8
500326778,2017-01-07 00:00:00.000,FEMALE,KAYSERI,29,1,60.0,1,0,2017-01-07 17:34:01.890,0,1,0,0,0,1,2299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500327196,2016-11-22 00:00:00.000,MALE,TRABZON,33,0,66.0,1,0,2017-05-13 17:54:17.670,172,0,1,0,0,1,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500327845,2016-11-12 00:00:00.000,MALE,TRABZON,27,0,1073.8500000000001,15,3,2017-06-23 17:27:53.040,223,0,15,7,8,0,2132,3,0,5,2,0,0,1,0,0,0,2,0,0,2,0
500328087,2017-05-06 20:20:12.260,MALE,ANKARA,21,0,921.75,25,0,2017-06-30 10:32:20.560,54,0,25,25,0,0,2125,4,1,5,0,0,0,0,0,2,0,0,0,0,12,1
500328274,2014-01-14 00:00:00.000,FEMALE,KAYSERI,24,1,219.0,1,0,2017-01-24 20:45:57.650,1106,0,1,0,1,0,2282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500328472,2016-02-24 00:00:00.000,MALE,TRABZON,19,0,197.25,2,0,2017-06-28 18:16:19.770,490,2,0,2,0,0,2127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
500328648,2009-01-01 00:00:00.000,FEMALE,ESKISEHIR,26,0,1636.3200000000002,33,0,2017-06-29 17:18:40.150,3101,0,33,0,0,33,2126,1,6,10,4,0,0,1,1,1,0,0,0,7,1,1
500328703,2012-06-16 00:00:00.000,MALE,ANKARA,48,0,1829.67,15,1,2017-06-23 19:26:03.690,1833,0,15,11,4,0,2132,1,0,10,0,0,0,0,1,0,0,0,0,0,1,2
500328747,2016-11-16 00:00:00.000,FEMALE,ISTANBUL,50,0,119.25,3,0,2017-05-26 16:25:17.620,191,3,0,3,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
500329143,2014-01-01 00:00:00.000,MALE,ADANA,19,0,71.85,1,0,2017-03-13 20:33:35.350,1167,1,0,0,1,0,2234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500329242,2016-08-29 00:00:00.000,FEMALE,TRABZON,35,1,73.5,1,0,2017-01-02 22:45:44.030,126,0,1,0,1,0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500329275,2016-01-30 00:00:00.000,FEMALE,KAYSERI,30,0,122.22,2,0,2017-06-03 18:33:12.010,490,2,0,2,0,0,2152,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
500330562,2015-11-10 00:00:00.000,MALE,ISTANBUL,24,0,278.54999999999995,5,0,2017-06-13 11:29:04.690,581,0,5,2,1,2,2142,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
500330661,2016-09-26 00:00:00.000,FEMALE,TRABZON,31,0,787.17,21,0,2017-06-30 14:16:23.680,277,21,0,7,14,0,2125,0,1,5,1,0,0,3,0,2,0,5,0,0,3,1
500330771,2016-10-03 00:00:00.000,FEMALE,ADANA,50,0,644.22,7,0,2017-06-15 19:49:41.180,255,0,7,6,1,0,2140,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0
500331464,2014-01-23 00:00:00.000,MALE,BURSA,23,0,551.64,8,0,2017-04-29 16:27:05.590,1192,0,8,2,2,4,2187,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0
500331519,2012-12-27 00:00:00.000,MALE,ADANA,19,1,96.0,1,0,2017-02-07 20:59:24.670,1503,1,0,0,1,0,2268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500331552,2008-07-13 00:00:00.000,FEMALE,IZMIR,47,1,598.5,6,0,2017-06-22 14:20:06.310,3266,0,6,2,4,0,2133,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0
500331596,2017-06-29 14:34:59.460,FEMALE,ISTANBUL,31,1,58.5,1,0,2017-06-29 14:34:59.460,0,0,1,1,0,0,2126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500331706,2017-03-21 14:07:07.850,MALE,ISTANBUL,48,1,133.95,2,0,2017-06-06 13:08:44.580,76,0,2,2,0,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
500331739,2017-04-26 12:01:07.370,MALE,ANKARA,44,0,350.36999999999995,4,1,2017-06-13 21:26:35.400,48,0,4,1,1,2,2142,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
500331827,2007-04-01 00:00:00.000,MALE,ESKISEHIR,28,0,1896.4199999999998,19,0,2017-06-24 23:17:49.680,3737,0,19,19,0,0,2131,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0
500332025,2014-07-25 00:00:00.000,FEMALE,IZMIR,46,1,78.0,1,0,2017-03-16 12:06:05.700,965,1,0,0,0,1,2231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500332322,2016-12-21 00:00:00.000,FEMALE,KAYSERI,20,1,1035.0,18,5,2017-02-18 17:12:07.320,59,0,18,18,0,0,2257,4,1,1,0,0,0,0,2,0,0,1,0,3,0,6
500332454,2009-08-27 00:00:00.000,MALE,ADANA,35,1,57.0,1,0,2017-04-16 21:02:09.820,2789,1,0,1,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500333037,2015-03-20 00:00:00.000,FEMALE,ISTANBUL,47,1,303.27,4,0,2017-06-02 12:53:55.560,805,4,0,3,1,0,2153,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
500333147,2014-04-20 00:00:00.000,MALE,TRABZON,29,0,1297.1699999999998,19,0,2017-04-22 21:01:46.040,1098,12,7,0,0,19,2194,0,5,1,1,0,0,0,0,1,0,2,0,1,7,1
500333444,2016-12-03 00:00:00.000,FEMALE,ANKARA,41,0,461.70000000000005,15,1,2017-06-29 15:10:47.770,208,0,15,15,0,0,2126,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0
500333477,2010-04-12 00:00:00.000,FEMALE,ISTANBUL,19,1,96.0,1,0,2017-02-06 12:37:52.850,2492,1,0,1,0,0,2269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500333631,2015-12-03 00:00:00.000,FEMALE,ISTANBUL,44,0,1196.1,9,0,2017-06-30 20:51:24.820,575,8,1,2,3,4,2125,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3
500333763,2017-05-24 13:37:17.070,MALE,KAYSERI,36,0,1561.3500000000001,15,0,2017-06-29 22:26:37.640,36,0,15,0,15,0,2126,0,0,2,1,0,0,0,1,1,1,1,0,0,4,4
500333895,2012-12-11 00:00:00.000,MALE,ESKISEHIR,41,1,54.0,1,0,2017-02-15 02:32:12.560,1527,0,1,0,0,1,2260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500334489,2017-05-02 16:58:45.070,MALE,KAYSERI,39,0,64.5,2,0,2017-06-06 21:51:23.690,35,2,0,2,0,0,2149,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
500334533,2015-01-10 00:00:00.000,MALE,IZMIR,30,0,258.75,5,1,2017-06-26 13:48:04.960,898,5,0,2,3,0,2129,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1
500334742,2011-08-21 00:00:00.000,MALE,ADANA,31,1,204.0,2,0,2017-04-27 20:33:08.570,2076,0,2,2,0,0,2189,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
500334940,2017-04-07 15:45:27.260,MALE,ISTANBUL,45,1,157.5,3,1,2017-04-21 14:45:52.020,13,3,0,0,0,3,2195,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
500335028,2017-05-26 13:44:06.640,FEMALE,TRABZON,35,0,30.0,1,0,2017-05-26 13:44:06.640,0,1,0,1,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
500335270,2015-10-25 00:00:00.000,FEMALE,ANTALYA,42,1,324.75,4,0,2017-04-06 12:27:20.960,529,0,4,0,4,0,2210,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
500335523,2016-07-15 00:00:00.000,MALE,ADANA,26,0,59.85,1,0,2017-04-30 21:51:39.460,289,0,1,1,0,0,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500335567,2017-02-20 00:18:17.510,MALE,ISTANBUL,29,0,388.5,11,0,2017-06-29 16:01:09.500,129,11,0,8,2,1,2126,0,0,5,0,0,0,5,0,0,0,0,0,0,0,1
500335578,2007-09-22 00:00:00.000,FEMALE,IZMIR,43,0,1084.8000000000002,12,0,2017-06-30 23:17:28.040,3569,0,12,3,8,1,2125,0,0,2,0,0,0,0,0,1,0,0,0,0,6,3
500335677,2016-03-09 00:00:00.000,MALE,ANTALYA,47,0,1496.9999999999998,13,3,2017-05-19 13:45:42.370,436,0,13,12,1,0,2167,0,2,1,0,0,0,0,0,0,0,2,0,0,8,0
500335875,2011-11-09 00:00:00.000,MALE,ANKARA,39,0,1167.3000000000002,16,1,2017-06-30 20:30:43.720,2060,10,6,9,4,3,2125,0,4,6,1,0,0,0,1,0,0,0,0,0,0,4
500335886,2015-07-27 00:00:00.000,MALE,ANTALYA,22,0,149.85,3,0,2017-06-30 10:52:53.260,704,2,1,1,0,2,2125,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
500336348,2014-03-09 00:00:00.000,FEMALE,ISTANBUL,41,0,233.85,3,0,2017-05-26 12:13:45.540,1174,2,1,2,1,0,2160,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
500337228,2015-05-12 00:00:00.000,MALE,ADANA,35,0,456.27,8,0,2017-06-30 16:25:40.010,780,8,0,8,0,0,2125,0,0,2,0,0,0,1,0,0,0,2,0,0,2,1
500337239,2014-02-16 00:00:00.000,FEMALE,IZMIR,26,0,301.5,9,0,2017-06-18 17:02:39.420,1218,9,0,9,0,0,2137,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0
500337437,2015-10-21 00:00:00.000,FEMALE,BURSA,23,0,6241.5,113,1,2017-06-18 13:42:18.230,606,113,0,22,90,1,2137,11,1,2,14,0,0,1,0,5,0,30,0,0,33,16
500337547,2015-07-24 00:00:00.000,FEMALE,TRABZON,46,1,58.5,1,0,2017-05-20 21:46:54.310,666,0,1,0,0,1,2166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500337921,2017-01-29 00:00:00.000,FEMALE,ANKARA,28,0,304.05,5,0,2017-06-19 19:59:50.000,141,5,0,5,0,0,2136,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
500338383,2014-06-19 00:00:00.000,FEMALE,TRABZON,28,0,11669.369999999999,192,6,2017-06-10 17:41:52.930,1087,190,2,15,144,33,2145,2,4,78,15,0,0,7,0,15,5,7,0,0,36,23
500338735,2016-10-30 00:00:00.000,FEMALE,ANKARA,30,1,260.97,3,0,2017-02-19 21:45:09.630,112,0,3,3,0,0,2256,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
500339120,2017-03-15 16:48:51.490,MALE,ISTANBUL,19,0,130.2,2,2,2017-05-02 16:00:15.620,47,2,0,2,0,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
500339461,2014-11-30 00:00:00.000,MALE,ANKARA,36,1,245.97,3,0,2017-03-10 17:44:45.220,831,0,3,0,0,3,2237,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
500339868,2015-11-03 00:00:00.000,MALE,ISTANBUL,43,1,187.05,2,0,2017-01-30 23:35:00.450,454,0,2,0,2,0,2275,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
500340033,2016-08-24 00:00:00.000,MALE,KAYSERI,33,1,102.0,3,0,2017-06-18 21:42:16.450,298,3,0,3,0,0,2137,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
500341309,2015-09-27 00:00:00.000,FEMALE,TRABZON,19,0,2250.12,41,1,2017-06-29 11:55:51.360,641,0,41,40,1,0,2126,1,5,3,1,0,0,0,0,0,3,6,0,1,6,15
500341353,2017-05-22 12:09:48.760,MALE,ISTANBUL,40,1,65.7,1,0,2017-05-22 12:09:48.760,0,0,1,0,0,1,2164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500342057,2016-03-06 00:00:00.000,FEMALE,KAYSERI,46,1,372.45,7,0,2017-06-07 19:55:57.720,458,4,3,7,0,0,2148,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
500342277,2017-05-08 13:50:26.770,MALE,ANKARA,41,1,45.0,1,0,2017-05-08 13:50:26.770,0,1,0,1,0,0,2178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500342288,2012-11-14 00:00:00.000,FEMALE,KAYSERI,42,0,1015.47,25,0,2017-06-28 15:07:55.930,1687,25,0,24,1,0,2127,0,0,2,15,0,0,0,0,1,0,0,0,0,3,4
